,index,default_flag,number_of_stars,number_of_planets,planet_orbital_period,orbit_semimajor_axis,planet_radius,stellar_temperature,stellar_radius,stellar_mass,system_distance,habitable
944,2326.0,1.0,1.0,2.0,7.10793,0.0719,2.15,5640.0,0.91,0.99,22.4035,0.0
945,2328.0,1.0,1.0,2.0,20.5453,0.1458,2.67,5640.0,0.91,0.99,22.4035,0.0
946,2330.0,1.0,1.0,1.0,2.81805,0.04,3.5196899999999998,4812.0,0.77,0.42,37.6894,0.0
947,2334.0,1.0,1.0,1.0,358.0,0.94,5.9214,5449.0,0.83,0.65,32.5376,0.0
948,2336.0,1.0,1.0,2.0,9.058811,0.08136840000000005,2.99,5534.0,0.96,0.93,48.9739,0.0
949,2338.0,1.0,1.0,2.0,21.4023,0.148486,2.9,5534.0,0.96,0.93,48.9739,0.0
950,2339.0,1.0,1.0,1.0,45.791,0.246,4.782399999999999,5676.0,0.9979999999999998,0.95,31.5262,0.0
951,2341.0,1.0,1.0,1.0,21.998,0.14,5.945090000000001,5769.0,1.12,1.1,42.358,0.0
952,2346.0,1.0,3.0,2.0,577.6,1.301,7.441329999999999,5612.0,0.9131999999999997,0.87,35.1205,0.0
953,2347.0,1.0,3.0,2.0,5370.0,5.75,8.291399999999996,5612.0,0.9628000000000005,0.87,35.1205,0.0
954,2349.0,1.0,1.0,1.0,480.5,1.2,11.149059999999999,4323.0,21.4,1.1,68.1509,0.0
955,2352.0,1.0,1.0,2.0,2263.12,3.467,8.72138,5773.0,1.1,1.08,53.2817,0.0
956,2356.0,1.0,1.0,2.0,39000.0,23.0,9.10193,5647.6,1.17,1.05,53.2817,0.0
957,2357.0,1.0,1.0,2.0,352.2,1.08,10.765569999999999,6330.0,1.55,1.36,76.5217,0.0
958,2358.0,1.0,1.0,2.0,2374.0,3.86,11.044629999999998,6330.0,1.55,1.36,76.5217,0.0
959,2359.0,1.0,1.0,1.0,2496.0,3.55,8.21404,5801.0,0.95,1.08,51.3444,0.0
960,2361.0,1.0,1.0,1.0,1103.0,2.18,8.22172,5950.0,1.02,1.12,78.4293,0.0
961,2364.0,1.0,1.0,2.0,6.27711,0.07,6.081080000000002,5932.0,1.19,1.28,60.8447,0.0
962,2366.0,1.0,1.0,2.0,16000.0,13.2,9.55331,5883.41,1.26,1.17,60.8447,0.0
963,2368.0,1.0,1.0,3.0,8.667,0.0785,2.435199999999999,5385.0,0.8715999999999998,0.86,12.5591,0.0
964,2370.0,1.0,1.0,3.0,31.56,0.186,2.4049899999999993,5385.0,0.8718999999999997,0.86,12.5591,0.0
965,2371.0,1.0,1.0,3.0,197.0,0.63,6.312730000000001,5385.0,0.9832999999999997,0.86,12.5591,0.0
966,2373.0,1.0,1.0,1.0,851.8,1.76,7.253179999999998,5737.0,1.1057999999999997,1.0,59.182,0.0
967,2377.0,1.0,1.0,1.0,2124.54,3.318,8.199280000000002,5732.0,0.98,1.08,29.276,0.0
968,2378.0,1.0,1.0,1.0,615.0,1.36,6.156009999999998,5371.0,0.97,0.77,36.1531,0.0
969,2380.0,1.0,1.0,1.0,858.0,1.88,10.561069999999997,4934.0,4.96,1.21,126.339,0.0
970,2387.0,1.0,1.0,1.0,3658.0,4.75,12.573290000000009,5932.0,1.46,1.43,51.8949,0.0
971,2388.0,1.0,1.0,1.0,39.475,0.228,6.26524,5688.0,1.22,1.02,69.7311,0.0
972,2389.0,1.0,1.0,1.0,1245.36,2.187,7.214719999999995,5387.0,0.91,0.9,50.4093,0.0
973,2392.0,1.0,1.0,2.0,188.3,0.65,8.780090000000003,5601.0,1.53,1.14,97.2396,0.0
974,2394.0,1.0,1.0,2.0,379.1,1.03,7.1219399999999995,5598.65,1.0676999999999999,1.01,97.2396,0.0
975,2399.0,1.0,1.0,1.0,1750.0,2.99,10.941310000000001,4917.0,2.58,1.16,83.3321,0.0
976,2404.0,1.0,1.0,2.0,51.645,0.292,6.624270000000004,6068.0,1.3089,1.24,57.603,0.0
977,2409.0,1.0,1.0,2.0,2473.0,3.85,10.087419999999998,6068.0,1.3956,1.24,57.603,0.0
978,2411.0,1.0,2.0,1.0,1255.5,2.38,8.77885,6024.0,1.1660999999999997,1.05,38.662,0.0
979,2417.0,1.0,2.0,1.0,3.50927,0.05,10.85673,6117.0,1.23,1.29,29.1158,0.0
980,2420.0,1.0,1.0,2.0,341.2,1.032,10.00714,4867.0,3.4,1.26,85.4321,0.0
981,2423.0,1.0,1.0,2.0,7900.0,8.4,10.688970000000001,4867.0,3.4,1.26,85.4321,0.0
982,2425.0,1.0,1.0,1.0,422.9,1.191,9.627569999999997,5963.0,1.58,1.26,78.0505,0.0
983,2429.0,1.0,1.0,1.0,3.97097,0.05,6.66357,5644.0,1.37,0.99,60.8831,0.0
984,2431.0,1.0,1.0,1.0,415.4,1.149,10.90458,4698.0,7.47,1.17,184.031,0.0
985,2432.0,1.0,1.0,1.0,5.7361,0.06,9.209429999999994,5341.0,0.97,1.37,45.935,0.0
986,2437.0,1.0,1.0,3.0,5.39792,0.06,1.8715799999999998,5131.0,0.78,0.65,16.9922,0.0
987,2439.0,1.0,1.0,3.0,15.299,0.1134,2.19175,5075.0,0.78,0.83,16.9922,0.0
988,2442.0,1.0,1.0,3.0,24.451,0.1551,2.098490000000001,5075.0,0.78,0.83,16.9922,0.0
989,2443.0,1.0,2.0,1.0,1807.0,2.98,9.30085,5748.0,1.05,1.08,48.9489,0.0
990,2448.0,1.0,2.0,1.0,111.4367,0.48240270000000024,11.994,5561.0,1.04,1.15,66.4711,0.0
991,2453.0,1.0,1.0,1.0,0.719573,0.0166,1.613,6130.2641,1.22,1.18,109.86,0.0
992,2454.0,1.0,1.0,1.0,1711.7,2.878,8.56674,5837.0,1.06,1.08,85.3951,0.0
993,2455.0,1.0,1.0,1.0,1001.70001,1.94,8.15165,5755.0,0.91,1.05,34.4341,0.0
994,2458.0,1.0,1.0,1.0,184.02,0.81,13.584239999999998,4753.0,13.0,2.1,85.7183,0.0
995,2459.0,1.0,1.0,1.0,1047.1,3.3,13.807039999999999,4140.0,83.8,4.3,269.126,0.0
996,2460.0,1.0,1.0,1.0,705.0,1.58,12.609749999999998,4953.0,5.26,2.53,127.061,0.0
997,2466.0,1.0,1.0,2.0,441.47,1.18306,7.556450000000003,5935.0,1.18,1.08,27.5902,0.0
998,2471.0,1.0,1.0,2.0,220.078,0.74345,7.3498400000000075,5935.0,1.18,1.08,27.5902,0.0
999,2472.0,1.0,1.0,1.0,158.991,0.533,6.9403099999999975,4914.0,1.1787999999999992,0.8,30.6862,0.0
1000,2475.0,1.0,1.0,1.0,2.9857,0.04,3.734199999999999,5442.0,0.94,0.79,40.8991,0.0
1001,2479.0,1.0,2.0,1.0,1313.0,2.45,9.10911,6136.0,1.19,1.13,55.4401,0.0
1002,2481.0,1.0,1.0,1.0,799.52,1.373,6.249839999999998,5186.0,0.8613000000000003,0.76,33.5225,0.0
1003,2484.0,1.0,1.0,1.0,58.43,0.26,4.280420000000001,4300.0,0.71,0.43,11.281,0.0
1004,2486.0,1.0,1.0,1.0,227.0,0.76,9.921959999999997,6064.0,1.38,1.34,44.8264,0.0
1005,2490.0,1.0,2.0,1.0,2.1378431,0.0346,10.955739999999997,5939.0,1.46,1.21,103.936,0.0
1006,2493.0,1.0,1.0,2.0,1628.0,2.73,8.183539999999995,5863.0,1.05,1.02,45.683,0.0
1007,2495.0,1.0,1.0,2.0,3.98442,0.049,2.16,5863.0,1.05,1.02,45.683,0.0
1008,2497.0,1.0,1.0,1.0,1475.0,2.86,11.968560000000002,6210.0,1.88,1.42,67.8107,0.0
1009,2498.0,1.0,2.0,1.0,1634.0,3.02,10.146379999999999,6389.05,1.5,1.28,37.8619,0.0
1010,2499.0,1.0,1.0,1.0,1270.0,2.72,13.483120000000003,4805.0,8.8,1.66,209.839,0.0
1011,2500.0,1.0,3.0,1.0,13.481,0.117,7.321270000000003,5770.0,1.55,1.12,73.58352,0.0
1012,2503.0,1.0,1.0,1.0,2754.0,3.58,6.995859999999996,4915.0,0.79,0.66,18.2912,0.0
1013,2509.0,1.0,1.0,1.0,3.414884,0.0479,12.01977,5392.0,2.2,1.26,73.6123,0.0
1014,2514.0,1.0,1.0,1.0,2166.0,3.27,8.976030000000002,5955.0,1.1,1.27,32.0104,0.0
1015,2515.0,1.0,1.0,1.0,11.8143,0.1066,7.398,5576.0,1.75,1.16,132.345,0.0
1016,2520.0,1.0,2.0,1.0,256.78,0.917,14.507230000000007,6291.0,1.8489000000000002,1.86,38.6364,0.0
1017,2521.0,1.0,1.0,1.0,49.77,0.25,4.064139999999998,5599.0,0.9616000000000002,0.84,21.9496,0.0
1018,2523.0,1.0,1.0,1.0,1179.0,2.2,9.826240000000002,5577.0,1.67,1.03,81.4893,0.0
1019,2526.0,1.0,1.0,2.0,325.803,0.97,8.193700000000005,5744.0,1.14,1.15,34.6538,0.0
1020,2531.0,1.0,1.0,2.0,11611.2975,10.5,9.35645,5744.0,1.14,1.15,34.6538,0.0
1021,2533.0,1.0,1.0,1.0,10354.8375,9.62,9.792100000000003,5770.0,1.58,1.08,43.5339,0.0
1022,2534.0,1.0,1.0,1.0,143.58,0.477,4.5493,4995.0,0.7586000000000002,0.7,28.5159,0.0
1023,2535.0,1.0,1.0,3.0,7.3426,0.0756,2.8274100000000004,5977.0,1.1903999999999995,1.04,43.3475,0.0
1024,2536.0,1.0,1.0,3.0,13.18,0.112,3.281539999999998,5977.0,1.2185,1.04,43.3475,0.0
1025,2537.0,1.0,1.0,3.0,45.85,0.2565,3.8695499999999994,5977.0,1.1841,1.04,43.3475,0.0
1026,2538.0,1.0,1.0,2.0,30.052,0.189,2.8118999999999996,5793.0,1.0,1.0,50.3503,0.0
1027,2539.0,1.0,1.0,2.0,192.9,0.654,7.227910000000005,5793.0,1.0,1.0,50.3503,0.0
1028,2540.0,1.0,1.0,1.0,1576.0,2.74,11.122600000000004,4798.0,4.2,1.11,98.1609,0.0
1029,2544.0,1.0,1.0,1.0,118650.0,55.7,15.71780000000001,7485.5,2.411600000000001,1.6,86.2279,0.0
1030,2546.0,1.0,1.0,2.0,464.4,1.36,12.480300000000002,4918.0,5.08,1.54,136.957,0.0
1031,2548.0,1.0,1.0,2.0,1785.0,3.33,12.480300000000002,4918.0,5.08,1.54,136.957,0.0
1032,2549.0,1.0,1.0,1.0,482.0,1.28,13.054499999999996,4218.0,41.01,3.7,676.579,0.0
1033,2551.0,1.0,1.0,1.0,55.087,0.262,3.89,5212.0,0.87,0.83,36.9941,0.0
1034,2553.0,1.0,1.0,1.0,2172.0,3.386,8.58287,5722.0,1.09,1.09,87.8049,0.0
1035,2554.0,1.0,1.0,2.0,3190.0,3.1,7.396579999999996,3719.95,0.37,0.39,5.675773,0.0
1036,2556.0,1.0,1.0,1.0,4375.0,5.15,7.028859999999993,5312.0,0.84,0.7,72.2195,0.0
1037,2558.0,1.0,1.0,1.0,362.5,1.11,10.223699999999992,5020.0,4.75,1.37,140.065,0.0
1038,2560.0,1.0,1.0,1.0,647.29999,1.42,13.053399999999995,3943.0,51.1,10.94,587.659,0.0
1039,2563.0,1.0,2.0,1.0,498.04,1.332,10.126700000000001,5733.0,1.94,1.27,85.3006,0.0
1040,2565.0,1.0,1.0,3.0,8.1245,0.0777,1.9617499999999992,5845.0,1.0961999999999998,0.89,25.4111,0.0
1041,2566.0,1.0,1.0,3.0,19.88,0.141,2.8569999999999975,5845.0,1.1235999999999995,0.89,25.4111,0.0
1042,2567.0,1.0,1.0,3.0,103.5,0.424,3.5166300000000024,5845.0,1.1152,0.89,25.4111,0.0
1043,2568.0,1.0,1.0,1.0,514.0,1.24,10.598280000000003,4725.0,7.43,0.96,396.082,0.0
1044,2569.0,1.0,1.0,1.0,1910810.0,130.0,22.918680000000005,10000.0,2.25,2.4,183.857,0.0
1045,2578.0,1.0,1.0,1.0,9.4897116,0.08002820000000005,2.12,5212.0,0.73,0.85,21.5618,0.0
1046,2581.0,1.0,1.0,1.0,433.8,1.26,10.783909999999999,4925.0,4.6,1.41,113.704,0.0
1047,2582.0,1.0,1.0,1.0,6022.9725,6.57,7.709649999999994,5790.0,1.01,1.03,42.1727,0.0
1048,2584.0,1.0,2.0,1.0,968.8,1.864,8.502139999999997,5271.0,0.93,0.92,32.4459,0.0
1049,2587.0,1.0,1.0,1.0,439.29999,1.11,6.370799999999998,5282.0,0.98,0.76,54.7901,0.0
1050,2589.0,1.0,2.0,1.0,17.0431,0.12,6.295060000000003,4815.0,0.83,0.48,18.2038,0.0
1051,2595.0,1.0,1.0,2.0,841.0,1.98,12.081450000000002,4862.0,5.52,1.46,146.6,0.0
1052,2597.0,1.0,1.0,2.0,1278.0,2.619475800000001,14.255630000000005,6566.78,1.7966,1.72,146.6,0.0
1053,2598.0,1.0,1.0,1.0,184.2,0.81,13.241579999999999,4780.0,11.973299999999997,2.1,78.6381,0.0
1054,2599.0,1.0,1.0,1.0,55.199,0.243,4.028380000000001,4025.4,0.6100999999999999,0.63,23.6434,0.0
1055,2600.0,1.0,1.0,1.0,144.3,0.72,12.708369999999997,4945.0,11.6,2.42,105.18,0.0
1056,2601.0,1.0,1.0,1.0,499.48,1.134,6.474679999999998,5180.0,1.0874000000000006,0.78,58.9582,0.0
1057,2602.0,1.0,2.0,1.0,232.08,0.706,7.602530000000001,5530.0,0.9102000000000007,0.87,66.3361,0.0
1058,2603.0,1.0,1.0,1.0,1481.6,2.84,10.565459999999995,4823.0,5.27,1.39,101.766,0.0
1059,2605.0,1.0,2.0,1.0,9.1205,0.07883020000000004,2.466,5089.0,0.72,0.81,62.4491,0.0
1060,2606.0,1.0,1.0,1.0,57.435,0.25,4.272960000000001,3901.0,0.65,0.69,23.371,0.0
1061,2612.0,1.0,1.0,3.0,6.673892,0.0696,4.105209999999999,5544.0,1.07,1.01,50.48,0.0
1062,2615.0,1.0,1.0,3.0,147.747,0.549,7.648939999999999,5544.0,1.07,1.01,50.48,0.0
1063,2617.0,1.0,1.0,3.0,981.8,1.94,8.288859999999994,5544.0,1.07,1.01,50.48,0.0
1064,2618.0,1.0,1.0,1.0,41.516,0.217,6.350370000000001,4881.0,1.2372000000000003,0.79,33.1562,0.0
1065,2619.0,1.0,1.0,2.0,60.722,0.256,2.56328,4163.7,0.5939000000000003,0.61,17.7886,0.0
1066,2620.0,1.0,1.0,2.0,3477.768,3.805,7.454299999999996,4929.61,0.8103000000000005,0.61,17.7886,0.0
1067,2621.0,1.0,1.0,5.0,15.572098,0.1270392000000001,3.3584999999999967,6226.0,1.34,1.17,106.289,0.0
1068,2624.0,1.0,1.0,5.0,31.70648,0.20166320000000015,4.018049999999999,6226.0,1.34,1.17,106.289,0.0
1069,2626.0,1.0,1.0,5.0,1114.0,2.2945578999999987,9.384279999999997,6226.0,1.34,1.17,106.289,0.0
1070,2629.0,1.0,1.0,5.0,973.1318128000001,2.060379999999999,9.374579999999996,6226.0,1.34,1.17,106.289,0.0
1071,2631.0,1.0,1.0,5.0,1084.0,2.244612899999998,9.384279999999997,6226.0,1.34,1.17,106.289,0.0
1072,2633.0,1.0,1.0,1.0,34.15,0.176,4.706920000000001,4015.81,0.6000000000000005,0.62,21.0974,0.0
1073,2634.0,1.0,1.0,1.0,17.818,0.112,4.687480000000002,4564.1692,0.5796,0.58,10.5298,0.0
1074,2636.0,1.0,1.0,2.0,345.72,0.89,6.12967,4962.0,0.7845,0.78,51.6026,0.0
1075,2638.0,1.0,1.0,2.0,9017.76,7.7,7.581649999999997,4813.0,0.75,0.78,51.6026,0.0
1076,2639.0,1.0,1.0,2.0,7.76,0.063,2.9013699999999996,4021.0,0.5475999999999999,0.57,18.7168,0.0
1077,2640.0,1.0,1.0,2.0,15.144,0.099,2.6604199999999993,4021.0,0.5447999999999997,0.57,18.7168,0.0
1078,2641.0,1.0,1.0,1.0,2574.9,3.73,11.065510000000002,4769.0,4.93,1.04,122.324,0.0
1079,2642.0,1.0,1.0,3.0,8.1352,0.07,2.7578699999999996,4510.0,0.78,0.29,25.8618,0.0
1080,2645.0,1.0,1.0,3.0,32.03,0.178,2.4196900000000006,4640.0,0.68,0.73,25.8618,0.0
1081,2646.0,1.0,1.0,3.0,431.7,1.01,6.5648,4640.0,0.68,0.73,25.8618,0.0
1082,2647.0,1.0,1.0,1.0,124.6,0.565,12.45906,4830.0,7.139499999999999,1.54,156.456,0.0
1083,2648.0,1.0,2.0,1.0,0.9809734,0.01782,22.754,4590.0,0.72,0.78,61.7856,0.0
1084,2650.0,1.0,1.0,2.0,28.125,0.177,3.178220000000002,5460.0,0.9212999999999996,0.93,61.7804,0.0
1085,2651.0,1.0,1.0,2.0,67.3,0.316,3.2327300000000014,5460.0,0.9203999999999993,0.93,61.7804,0.0
1086,2652.0,1.0,1.0,1.0,118650.0,92.0,16.814,8840.0,1.77,1.96,108.875,0.0
1087,2653.0,1.0,1.0,1.0,1084.5,2.81,12.841789999999996,5000.0,8.93,2.5,150.292,0.0
1088,2654.0,1.0,1.0,1.0,6.959503,0.07573299999999998,10.07,5675.0,1.38,1.22,127.28,0.0
1089,2655.0,1.0,1.0,1.0,2556.5,4.91,12.844369999999996,4985.0,8.69,2.41,116.046,0.0
1090,2656.0,1.0,1.0,2.0,88.9,0.46,12.460920000000003,4890.0,5.92,1.63,64.1181,0.0
1091,2661.0,1.0,1.0,2.0,2131.8,3.82,12.768720000000004,4890.0,5.92,1.63,64.1181,0.0
1092,2662.0,1.0,2.0,1.0,17337.5,20.25,8.598359999999998,4105.0,0.890300000000001,0.63,24.0572,0.0
1093,2663.0,1.0,1.0,1.0,87.19,0.335,4.944890000000001,4146.0,0.6518999999999997,0.66,32.3311,0.0
1094,2664.0,1.0,1.0,1.0,822.3,2.1,13.092630000000002,4850.0,5.77,1.74,78.6562,0.0
1095,2665.0,1.0,1.0,1.0,926.4,2.02,10.74013,4891.0,4.53,1.28,81.6696,0.0
1096,2666.0,1.0,1.0,1.0,5477530.0,740.0,27.064159999999998,10500.0,2.3757000000000006,2.5,136.759,0.0
1097,2669.0,1.0,2.0,1.0,5451630.0,345.0,16.1426,4347.271,32.0738,3.75,145.798,0.0
1098,2670.0,1.0,1.0,1.0,111.7,0.36,5.060820000000001,3191.0,0.5082999999999994,0.49,14.5324,0.0
1099,2671.0,1.0,2.0,1.0,1560.2,2.8,11.582250000000002,4670.0,7.83,1.17,155.121,0.0
1100,2672.0,1.0,1.0,1.0,453.9,1.26,10.707929999999992,4883.0,3.94,1.3,94.0349,0.0
1101,2673.0,1.0,1.0,1.0,5.0505,0.06,4.685289999999998,5519.0,0.89,0.97,45.8846,0.0
1102,2675.0,1.0,1.0,2.0,10.28891,0.089,2.74,5198.0,0.84,0.9,65.9501,0.0
1103,2676.0,1.0,1.0,2.0,16.84,0.124,2.6015699999999997,5198.0,0.84,0.9,65.9501,0.0
1104,2677.0,1.0,1.0,1.0,1058.8,2.55,13.007910000000003,5020.0,5.34,1.93,102.275,0.0
1105,2678.0,1.0,1.0,1.0,5451560.0,773.0,11.777,5293.5092,1.745899999999999,1.0664999999999998,18.1186,0.0
1106,2679.0,1.0,1.0,1.0,28682.32,20.3,12.442,6197.363500000001,1.553999999999999,1.3,34.0071,0.0
1107,2680.0,1.0,2.0,1.0,27000.0,18.0,9.768230000000003,5794.0,1.53,1.07,31.4607,0.0
1108,2684.0,1.0,1.0,1.0,302.79999,0.92,9.387969999999997,6167.0,1.13,1.34,17.3181,0.0
1109,2685.0,1.0,2.0,3.0,3.58599,0.048,2.085,6201.0,1.31,1.15,31.964,0.0
1110,2687.0,1.0,2.0,3.0,5.97293,0.0674,1.939,6201.0,1.31,1.15,31.964,0.0
1111,2689.0,1.0,2.0,3.0,11.23,0.1027,2.164,6201.0,1.31,1.15,31.964,0.0
1112,2693.0,1.0,1.0,4.0,170000.0,68.0,13.0,7251.71,1.6937000000000004,1.5,41.2441,0.0
1113,2697.0,1.0,1.0,4.0,69000.0,38.0,13.0,6980.31,1.6920000000000004,1.5,41.2441,0.0
1114,2698.0,1.0,1.0,4.0,37000.0,24.0,13.0,6636.01,1.6938000000000002,1.5,41.2441,0.0
1115,2704.0,1.0,1.0,4.0,38213.635,16.4,13.115,7400.0,1.7028999999999996,1.5372000000000003,41.2441,0.0
1116,2706.0,1.0,2.0,2.0,2390.0,3.6,7.967609999999997,5392.81,0.9136000000000003,0.88,218.17581400000003,0.0
1117,2707.0,1.0,2.0,2.0,4368.0,5.4,7.937009999999998,5386.91,0.9484000000000004,0.88,229.81138100000015,0.0
1118,2708.0,1.0,3.0,1.0,4640.0,4.69,8.642260000000002,4282.958500000001,1.3129000000000002,0.48,171.701,0.0
1119,2709.0,1.0,1.0,1.0,734.0,2.038,10.96216,6618.433000000001,2.0390999999999995,2.1,859.324,0.0
1120,2712.0,1.0,1.0,1.0,19.3044,0.13896580000000003,3.84,5620.0,0.98,0.92,272.36,0.0
1121,2726.0,1.0,1.0,1.0,1.6739035,0.0301,3.88,5945.0,1.24,1.15,188.959,0.0
1122,2727.0,1.0,1.0,1.0,14.6762429,0.1124,2.0,4927.0,0.76,0.82,188.33,0.0
1123,2734.0,1.0,1.0,1.0,9.915615,0.08211180000000004,1.3,4695.0,0.71,0.77,188.175,0.0
1124,2739.0,1.0,1.0,1.0,1.9741954,0.0242,1.79,3712.0,0.48,0.51,189.289,0.0
1125,2749.0,1.0,1.0,1.0,8.2669928,0.0833,3.59,5636.0,0.97,1.05,197.989,0.0
1126,2755.0,1.0,1.0,1.0,3.313959,0.0475,15.98,6061.0,1.81,1.3,685.2,0.0
1127,2759.0,1.0,1.0,1.0,4.733999,0.0581,5.33,5599.0,1.76,1.17,477.295,0.0
1128,2766.0,1.0,1.0,1.0,39.93767,0.2257,7.55,5433.0,5.15,1.35,329.309,0.0
1129,2768.0,1.0,1.0,1.0,13.86387,0.1027,2.56,4950.0,0.71,0.75,116.474,0.0
1130,2779.0,1.0,1.0,2.0,5.3518,0.057,1.82,5775.0,1.25,0.84,200.394,0.0
1131,2780.0,1.0,1.0,2.0,15.6785,0.1166,3.104909999999998,5775.0,1.25,0.84,200.394,0.0
1132,2782.0,1.0,1.0,1.0,5.817685,0.0642,12.14,5660.0,1.24,1.04,635.722,0.0
1133,2786.0,1.0,1.0,1.0,11.3909344,0.0983,10.88,5039.0,0.87,0.89,475.758,0.0
1134,2797.0,1.0,1.0,1.0,20.272615,0.143,12.06,5657.0,0.88,0.95,413.591,0.0
1135,2798.0,1.0,1.0,1.0,4.655411,0.048,0.69,4348.35,0.67,0.69,49.3855,0.0
1136,2804.0,1.0,1.0,2.0,1.2916,0.0189,2.03,3778.0,0.51,0.54,101.632,0.0
1137,2808.0,1.0,1.0,2.0,5.444017,0.0492,2.06,3778.0,0.51,0.54,101.632,0.0
1138,2813.0,1.0,1.0,1.0,50.92092,0.245,2.54,4726.29,0.73,0.76,321.722,0.0
1139,2818.0,1.0,1.0,1.0,7.727283,0.0698,2.53,4740.0,0.71,0.76,365.581,0.0
1140,2822.0,1.0,1.0,1.0,8.28212,0.0802,2.33,5800.0,1.01,1.01,326.381,0.0
1141,2827.0,1.0,1.0,1.0,9.562742,0.078,2.01,4349.9,0.67,0.69,117.70139700000009,0.0
1142,2830.0,1.0,1.0,1.0,5.1857539,0.0629,7.52,4690.0,0.67,0.69,169.398,0.0
1143,2842.0,1.0,2.0,1.0,2.2193023,0.0373,1.16,4009.0,0.59,0.63,72.0444,0.0
1144,2851.0,1.0,1.0,1.0,30.951524,0.1649,2.76,4035.0,0.59,0.62,161.555,0.0
1145,2858.0,1.0,1.0,1.0,6.413651,0.049,2.9,3570.0,0.39,0.39,140.385,0.0
1146,2860.0,1.0,1.0,1.0,21.750264,0.121,2.18,3654.47,0.4,0.49,124.156,0.0
1147,2864.0,1.0,1.0,1.0,7.385655,0.0656,1.97,4339.0,0.65,0.69,102.953,0.0
1148,2872.0,1.0,1.0,1.0,3.588163,0.0411,8.37,4575.0,0.66,0.72,709.999,0.0
1149,2875.0,1.0,1.0,1.0,5.675819,0.056,1.42,4469.51,0.78,0.71,114.637,0.0
1150,2876.0,1.0,1.0,1.0,8.239493,0.057,1.04,3459.09,0.36,0.36,27.7957,0.0
1151,2879.0,1.0,1.0,1.0,39.91488,0.2114,1.89,5698.0,0.78,0.8,342.394,0.0
1152,2883.0,1.0,1.0,1.0,2.49412,0.032,1.25,4356.47,0.74,0.7,118.011,0.0
1153,2886.0,1.0,1.0,1.0,0.36931,0.0095,1.7,5245.0,0.75,0.84,152.509,0.0
1154,2890.0,1.0,1.0,1.0,9.1751,0.08853699999999998,14.572,4840.0,3.85,1.08,609.818,0.0
1155,2893.0,1.0,1.0,4.0,3.07133,0.03194,1.34,3655.0,0.46,0.46,75.1703,0.0
1156,2895.0,1.0,1.0,4.0,4.86784,0.04341,1.603,3655.0,0.46,0.46,75.1703,0.0
1157,2897.0,1.0,1.0,4.0,11.02454,0.07487,2.003,3655.0,0.46,0.46,75.1703,0.0
1158,2898.0,1.0,1.0,4.0,26.5841,0.1346,1.73,3655.0,0.46,0.46,75.1703,0.0
1159,2900.0,1.0,2.0,3.0,7.975292,0.06991160000000002,0.99,4499.0,0.66,0.74,59.2474,0.0
1160,2901.0,1.0,2.0,3.0,17.307137,0.1171352,2.91,4499.0,0.66,0.74,59.2474,0.0
1161,2905.0,1.0,2.0,3.0,25.575065,0.15500260000000007,1.45,4499.0,0.66,0.74,59.2474,0.0
1162,2906.0,1.0,1.0,1.0,0.179715,0.0058,0.89,3492.0,0.44,0.46,98.8765,0.0
1163,2907.0,1.0,1.0,6.0,2.35309,0.03385,1.51,5356.3,0.86,0.94,202.585,0.0
1164,2912.0,1.0,1.0,6.0,3.56004,0.04461,2.299,5356.3,0.86,0.94,202.585,0.0
1165,2913.0,1.0,1.0,6.0,5.40479,0.05893,2.39,5356.3,0.86,0.94,202.585,0.0
1166,2917.0,1.0,1.0,6.0,8.26146,0.0782,3.39,5356.3,0.86,0.94,202.585,0.0
1167,2919.0,1.0,1.0,6.0,12.75758,0.10447,2.904,5356.3,0.86,0.94,202.585,0.0
1168,2923.0,1.0,1.0,6.0,41.96797,0.23109,3.013,5356.3,0.86,0.94,202.585,0.0
1169,2924.0,1.0,1.0,1.0,28.380619,0.1796,9.11,5370.0,0.88,0.96,153.856,0.0
1170,2932.0,1.0,1.0,1.0,8.36802,0.0627,4.81,3789.0,0.45,0.47,364.048,0.0
1171,2935.0,1.0,1.0,1.0,6.569188,0.068,13.563,5585.0,1.06,0.96,347.917,0.0
1172,2939.0,1.0,1.0,2.0,0.2803244,0.007636300000000002,1.51,4599.0,0.68,0.71,61.8736,0.0
1173,2941.0,1.0,1.0,2.0,7.7485,0.06880687999999997,7.0,4599.0,0.68,0.71,61.8736,0.0
1174,2943.0,1.0,1.0,2.0,2.6446,0.026017140000000008,2.05,3385.0,0.33,0.33,79.3002,0.0
1175,2952.0,1.0,1.0,2.0,4.00498,0.03624046000000004,2.19,3385.0,0.33,0.33,79.3002,0.0
1176,2954.0,1.0,1.0,1.0,0.961917,0.0159,1.38,3672.0,0.55,0.58,90.5494,0.0
1177,2956.0,1.0,2.0,3.0,4.38395,0.0454,1.33,4079.0,0.63,0.65,124.458,0.0
1178,2958.0,1.0,2.0,3.0,6.9226,0.0616,1.73,4079.0,0.63,0.65,124.458,0.0
1179,2959.0,1.0,2.0,3.0,9.7579,0.0774,1.64,4079.0,0.63,0.65,124.458,0.0
1180,2961.0,1.0,1.0,1.0,11.332,0.083,1.64,3745.0,0.57,0.59,123.676,0.0
1181,2964.0,1.0,1.0,1.0,11.8104,0.091,2.48,5131.0,0.68,0.72,493.992,0.0
1182,2966.0,1.0,1.0,1.0,10.59357,0.0727,2.0,3499.0,0.44,0.46,102.483,0.0
